Age,Age_Group,Attriation_Num,Attrition,Attrition Status,Attrition_Flag,BusinessTravel,Current_Role_Tenure_Band,DailyRate,Department,dept,Distance_Band,DistanceFromHome,Education,Education_Label,EducationField,EmpID,Env_Sat_lable,EnvironmentSatisfaction,Experience_Band,Gender,HourlyRate,Income_Band,Job_Involve_lable,Job_Sat_lable,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Overtime Custom,OverTime_Flag,PercentSalaryHike,PerformanceRating,Previous_Employers_Band,Promotion Band new,Sum of Promotion Band Sort,Promotion_Gap_Band,Relationship_Sat_lable,RelationshipSatisfaction,Salary_Hike_Band,StockOptionLevel,Tenure_Band,Total Working Experience Band,TrainingTimesLastYear,TotalWorkingYears,W_L_Balance_lable,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,507,Research & Development,R & D,11-20,20,1,Below College,Life Sciences,EMP-1533,Low,1,0-5 Years,Male,97,$0-$3000,High,High,3,2,Laboratory Technician,3,Single,2272,24812,0,No,Standard,0,14,3,0,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,0–5 Years,2,5,High,3,4,3,1,2
23,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,650,Research & Development,R & D,6-10,9,1,Below College,Medical,EMP-758,Medium,2,0-5 Years,Male,37,$0-$3000,High,Low,3,1,Laboratory Technician,1,Married,2500,4344,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,0–5 Years,2,5,Very High,4,4,3,0,2
23,Under 25,1,Yes,Left,1,Travel_Frequently,0-2 Years,638,Sales,Sales,6-10,9,3,Bachelor,Marketing,EMP-2023,Very High,4,0-5 Years,Male,33,$0-$3000,High,Low,3,1,Sales Representative,1,Married,1790,26956,1,No,Standard,0,19,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,1,0-1 Years,0–5 Years,3,1,Medium,2,1,0,1,0
23,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,427,Sales,Sales,6-10,7,3,Bachelor,Life Sciences,EMP-1702,High,3,0-5 Years,Male,99,$0-$3000,High,Very High,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,Overtime,1,21,4,1-2,0-1 Years,1,0-2 Years,Medium,2,21%+,1,2-5 Years,0–5 Years,2,3,High,3,3,2,0,2
23,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,1243,Research & Development,R & D,6-10,6,3,Bachelor,Life Sciences,EMP-811,High,3,0-5 Years,Male,63,$0-$3000,Very High,Low,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,Overtime,1,21,4,1-2,0-1 Years,1,0-2 Years,High,3,21%+,2,0-1 Years,0–5 Years,2,1,High,3,0,0,0,0
23,Under 25,1,Yes,Left,1,Travel_Rarely,3-5 Years,1320,Research & Development,R & D,6-10,8,1,Below College,Medical,EMP-1684,Very High,4,0-5 Years,Male,93,$3000-$5000,Medium,High,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,0,2-5 Years,0–5 Years,2,5,High,3,5,4,1,2
24,Under 25,0,No,Active,0,Non-Travel,0-2 Years,673,Research & Development,R & D,11-20,11,2,College,Other,EMP-26,Low,1,0-5 Years,Female,96,$3000-$5000,Very High,High,4,2,Manufacturing Director,3,Divorced,4011,8232,0,No,Standard,0,18,3,0,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,2-5 Years,0–5 Years,5,5,Medium,2,4,2,1,3
24,Under 25,0,No,Active,0,Non-Travel,0-2 Years,830,Sales,Sales,11-20,13,2,College,Life Sciences,EMP-1495,Very High,4,0-5 Years,Female,78,$0-$3000,High,Medium,3,1,Sales Representative,2,Married,2033,7103,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
24,Under 25,0,No,Active,0,Non-Travel,0-2 Years,1092,Research & Development,R & D,6-10,9,3,Bachelor,Life Sciences,EMP-812,High,3,0-5 Years,Male,60,$0-$3000,Medium,Medium,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,3,0-1 Years,0–5 Years,4,1,High,3,1,0,0,0
24,Under 25,0,No,Active,0,Non-Travel,0-2 Years,1269,Research & Development,R & D,0-5,4,1,Below College,Life Sciences,EMP-888,Low,1,6-10 Years,Male,46,$3000-$5000,Medium,Very High,2,1,Laboratory Technician,4,Married,3162,10778,0,No,Standard,0,17,3,0,2–3 Years,2,3-5 Years,Very High,4,16-20%,0,2-5 Years,6–10 Years,2,6,Medium,2,5,2,3,4
24,Under 25,0,No,Active,0,Travel_Frequently,0-2 Years,535,Sales,Sales,21+,24,3,Bachelor,Medical,EMP-632,Very High,4,0-5 Years,Male,38,$0-$3000,High,Very High,3,1,Sales Representative,4,Married,2400,5530,0,No,Standard,0,13,3,0,2–3 Years,2,0-2 Years,High,3,11-15%,2,2-5 Years,0–5 Years,3,3,High,3,2,2,2,1
24,Under 25,0,No,Active,0,Travel_Frequently,0-2 Years,897,Human Resources,HR,6-10,10,3,Bachelor,Medical,EMP-1746,Low,1,0-5 Years,Male,59,$0-$3000,High,Very High,3,1,Human Resources,4,Married,2145,2097,0,No,Standard,0,14,3,0,2–3 Years,2,0-2 Years,Very High,4,11-15%,1,2-5 Years,0–5 Years,2,3,High,3,2,2,2,1
24,Under 25,0,No,Active,0,Travel_Frequently,3-5 Years,567,Research & Development,R & D,0-5,2,1,Below College,Technical Degree,EMP-1646,Low,1,6-10 Years,Female,32,$3000-$5000,High,Very High,3,1,Research Scientist,4,Single,3760,17218,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,6-10 Years,6–10 Years,2,6,High,3,6,3,1,3
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,350,Research & Development,R & D,21+,21,2,College,Technical Degree,EMP-1551,High,3,0-5 Years,Male,57,$0-$3000,Medium,Low,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,Standard,0,14,3,0,0-1 Years,1,0-2 Years,Medium,2,11-15%,3,0-1 Years,0–5 Years,3,2,High,3,1,1,0,0
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,506,Research & Development,R & D,21+,29,1,Below College,Medical,EMP-1725,Medium,2,6-10 Years,Male,91,$3000-$5000,High,Low,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,3,6-10 Years,6–10 Years,2,6,Very High,4,6,2,1,2
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,823,Research & Development,R & D,11-20,17,2,College,Other,EMP-643,Very High,4,0-5 Years,Male,94,$0-$3000,Medium,Medium,2,1,Laboratory Technician,2,Married,2127,9100,1,No,Standard,0,21,4,1-2,0-1 Years,1,0-2 Years,Very High,4,21%+,1,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,1206,Research & Development,R & D,11-20,17,1,Below College,Medical,EMP-1009,Very High,4,0-5 Years,Female,41,$3000-$5000,Medium,High,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,Standard,0,15,3,1-2,2–3 Years,2,3-5 Years,Medium,2,11-15%,2,2-5 Years,0–5 Years,6,5,High,3,4,2,3,2
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,1353,Sales,Sales,0-5,3,2,College,Other,EMP-128,Low,1,0-5 Years,Female,33,$3000-$5000,High,High,3,2,Sales Executive,3,Married,4999,17519,0,No,Standard,0,21,4,0,0-1 Years,1,0-2 Years,Low,1,21%+,1,2-5 Years,0–5 Years,2,4,Medium,2,3,2,0,2
24,Under 25,0,No,Active,0,Travel_Rarely,0-2 Years,1371,Sales,Sales,6-10,10,4,Master,Marketing,EMP-507,Very High,4,0-5 Years,Female,77,$3000-$5000,High,High,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,Overtime,1,12,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,0–5 Years,2,5,Very High,4,5,2,0,3
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,477,Research & Development,R & D,21+,24,3,Bachelor,Medical,EMP-1173,Very High,4,6-10 Years,Male,49,$3000-$5000,High,Medium,3,1,Laboratory Technician,2,Single,3597,6409,8,No,Standard,0,22,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,0,2-5 Years,6–10 Years,2,6,High,3,4,3,1,2
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,581,Research & Development,R & D,6-10,9,3,Bachelor,Medical,EMP-1707,High,3,0-5 Years,Male,62,$3000-$5000,Very High,High,4,1,Research Scientist,3,Married,4401,17616,1,No,Standard,0,16,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,2-5 Years,0–5 Years,1,5,High,3,5,3,0,4
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,691,Research & Development,R & D,21+,23,3,Bachelor,Medical,EMP-639,Medium,2,6-10 Years,Male,89,$0-$3000,Very High,Very High,4,1,Research Scientist,4,Married,2725,21630,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,6-10 Years,6–10 Years,3,6,High,3,6,5,1,4
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,771,Research & Development,R & D,0-5,1,2,College,Life Sciences,EMP-1981,Medium,2,0-5 Years,Male,45,$3000-$5000,Medium,High,2,2,Healthcare Representative,3,Single,4617,14120,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,0–5 Years,2,4,Medium,2,4,3,1,2
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,1127,Research & Development,R & D,11-20,18,1,Below College,Life Sciences,EMP-150,Medium,2,6-10 Years,Male,52,$0-$3000,High,High,3,1,Laboratory Technician,3,Married,2774,13257,0,No,Standard,0,12,3,0,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,6–10 Years,2,6,High,3,5,3,1,2
24,Under 25,0,No,Active,0,Travel_Rarely,3-5 Years,1476,Sales,Sales,0-5,4,1,Below College,Medical,EMP-1445,Very High,4,0-5 Years,Female,42,$3000-$5000,High,High,3,2,Sales Executive,3,Married,4162,15211,1,Yes,Overtime,1,12,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,2,2-5 Years,0–5 Years,3,5,High,3,5,4,0,3
24,Under 25,1,Yes,Left,1,Travel_Frequently,0-2 Years,381,Research & Development,R & D,6-10,9,3,Bachelor,Medical,EMP-1494,Medium,2,0-5 Years,Male,89,$3000-$5000,High,Low,3,1,Laboratory Technician,1,Single,3172,16998,2,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,0-1 Years,0–5 Years,2,4,Medium,2,0,0,0,0
24,Under 25,1,Yes,Left,1,Travel_Frequently,3-5 Years,1287,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-647,Low,1,6-10 Years,Female,55,$0-$3000,High,High,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,Overtime,1,16,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,6-10 Years,6–10 Years,4,6,High,3,6,3,1,2
24,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,240,Human Resources,HR,21+,22,1,Below College,Human Resources,EMP-1714,Very High,4,0-5 Years,Male,58,$0-$3000,Low,High,1,1,Human Resources,3,Married,1555,11585,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
24,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,693,Sales,Sales,0-5,3,2,College,Life Sciences,EMP-720,Low,1,0-5 Years,Female,65,$3000-$5000,High,High,3,2,Sales Executive,3,Single,4577,24785,9,No,Standard,0,14,3,9+,2–3 Years,2,0-2 Years,Low,1,11-15%,0,2-5 Years,0–5 Years,3,4,High,3,2,2,2,0
24,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,813,Research & Development,R & D,0-5,1,3,Bachelor,Medical,EMP-45,Medium,2,6-10 Years,Male,61,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2293,3020,2,Yes,Overtime,1,16,3,1-2,2–3 Years,2,0-2 Years,Low,1,16-20%,1,2-5 Years,6–10 Years,2,6,Medium,2,2,0,2,0
24,Under 25,1,Yes,Left,1,Travel_Rarely,0-2 Years,984,Research & Development,R & D,11-20,17,2,College,Life Sciences,EMP-1219,Very High,4,0-5 Years,Female,97,$0-$3000,High,Medium,3,1,Laboratory Technician,2,Married,2210,3372,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,0-1 Years,0–5 Years,3,1,Low,1,1,0,0,0
24,Under 25,1,Yes,Left,1,Travel_Rarely,3-5 Years,1448,Sales,Sales,0-5,1,1,Below College,Technical Degree,EMP-554,Low,1,6-10 Years,Female,62,$3000-$5000,High,Medium,3,1,Sales Representative,2,Single,3202,21972,1,Yes,Overtime,1,16,3,1-2,0-1 Years,1,0-2 Years,Medium,2,16-20%,0,2-5 Years,6–10 Years,4,6,High,3,5,3,1,4
25,25-34,0,No,Active,0,Non-Travel,3-5 Years,675,Research & Development,R & D,0-5,5,2,College,Life Sciences,EMP-369,Medium,2,6-10 Years,Male,85,$3000-$5000,Very High,Low,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,2,6-10 Years,6–10 Years,2,6,High,3,6,3,1,5
25,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,772,Research & Development,R & D,0-5,2,1,Below College,Life Sciences,EMP-1653,Very High,4,6-10 Years,Male,77,$5000-$7000,Very High,High,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,Standard,0,17,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,2,6-10 Years,6–10 Years,6,7,High,3,7,7,0,7
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,266,Research & Development,R & D,0-5,1,3,Bachelor,Medical,EMP-1303,Very High,4,0-5 Years,Female,40,$0-$3000,High,Medium,3,1,Research Scientist,2,Single,2096,18830,1,No,Standard,0,18,3,1-2,2–3 Years,2,0-2 Years,Very High,4,16-20%,0,2-5 Years,0–5 Years,3,2,Medium,2,2,2,2,1
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,309,Human Resources,HR,0-5,2,3,Bachelor,Human Resources,EMP-1987,High,3,6-10 Years,Female,82,$0-$3000,High,Medium,3,1,Human Resources,2,Married,2187,19655,4,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,3,6,High,3,2,0,1,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,583,Sales,Sales,0-5,4,1,Below College,Marketing,EMP-885,High,3,0-5 Years,Male,87,$3000-$5000,Medium,Low,2,2,Sales Executive,1,Married,4256,18154,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,0,2-5 Years,0–5 Years,1,5,Very High,4,5,2,0,3
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,685,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-350,Low,1,0-5 Years,Female,62,$3000-$5000,High,High,3,2,Manufacturing Director,3,Married,4898,7505,0,No,Standard,0,12,3,0,0-1 Years,1,0-2 Years,Very High,4,11-15%,2,2-5 Years,0–5 Years,3,5,High,3,4,2,1,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,810,Sales,Sales,6-10,8,3,Bachelor,Life Sciences,EMP-707,Very High,4,0-5 Years,Male,57,$3000-$5000,Very High,Medium,4,2,Sales Executive,2,Married,4851,15678,0,No,Standard,0,22,4,0,0-1 Years,1,0-2 Years,High,3,21%+,1,2-5 Years,0–5 Years,4,4,High,3,3,2,1,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,882,Research & Development,R & D,11-20,19,1,Below College,Medical,EMP-1358,Very High,4,6-10 Years,Male,67,$3000-$5000,High,Very High,3,1,Laboratory Technician,4,Married,3669,9075,3,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,3,2-5 Years,6–10 Years,6,7,Medium,2,3,2,1,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,949,Research & Development,R & D,0-5,1,3,Bachelor,Technical Degree,EMP-1415,Low,1,6-10 Years,Male,81,$3000-$5000,High,Very High,3,1,Laboratory Technician,4,Married,3229,4910,4,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,2,7,Medium,2,3,2,0,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,959,Sales,Sales,21+,28,3,Bachelor,Life Sciences,EMP-183,Low,1,6-10 Years,Male,41,$7000-$10000,Medium,High,2,2,Sales Executive,3,Married,8639,24835,2,No,Standard,0,18,3,1-2,2–3 Years,2,0-2 Years,Very High,4,16-20%,0,2-5 Years,6–10 Years,3,6,High,3,2,2,2,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,977,Research & Development,R & D,0-5,2,1,Below College,Other,EMP-1992,Very High,4,6-10 Years,Male,57,$3000-$5000,High,High,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Yes,Overtime,1,19,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,6–10 Years,2,7,Medium,2,2,2,0,2
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1280,Research & Development,R & D,6-10,7,1,Below College,Medical,EMP-143,Very High,4,0-5 Years,Male,64,$0-$3000,Medium,Very High,2,1,Research Scientist,4,Married,2889,26897,1,No,Standard,0,11,3,1-2,2–3 Years,2,0-2 Years,High,3,11-15%,2,2-5 Years,0–5 Years,2,2,High,3,2,2,2,1
25,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1372,Sales,Sales,11-20,18,1,Below College,Life Sciences,EMP-1399,Low,1,6-10 Years,Male,93,$5000-$7000,Very High,High,4,2,Sales Executive,3,Married,6232,12477,2,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,6–10 Years,3,6,Medium,2,3,2,1,2
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,141,Sales,Sales,0-5,3,1,Below College,Other,EMP-879,High,3,0-5 Years,Male,98,$3000-$5000,High,Low,3,2,Sales Executive,1,Married,4194,14363,1,Yes,Overtime,1,18,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,2-5 Years,0–5 Years,3,5,High,3,5,3,0,3
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,180,Research & Development,R & D,0-5,2,1,Below College,Medical,EMP-854,Low,1,6-10 Years,Male,65,$3000-$5000,Very High,Low,4,1,Research Scientist,1,Single,3424,21632,7,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,3,6,Medium,2,4,3,0,1
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,622,Sales,Sales,11-20,13,1,Below College,Medical,EMP-645,Medium,2,6-10 Years,Male,40,$0-$3000,High,High,3,1,Sales Representative,3,Married,2096,26376,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,6-10 Years,6–10 Years,1,7,High,3,7,4,0,6
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,883,Sales,Sales,21+,26,1,Below College,Medical,EMP-781,High,3,6-10 Years,Female,32,$5000-$7000,High,Very High,3,2,Sales Executive,4,Single,6180,22807,1,No,Standard,0,23,4,1-2,0-1 Years,1,0-2 Years,Medium,2,21%+,0,6-10 Years,6–10 Years,5,6,Medium,2,6,5,1,4
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,891,Sales,Sales,0-5,4,2,College,Life Sciences,EMP-527,Medium,2,0-5 Years,Female,99,$3000-$5000,Medium,Very High,2,2,Sales Executive,4,Single,4487,12090,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,0–5 Years,3,5,High,3,5,4,1,3
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1356,Sales,Sales,6-10,10,4,Master,Life Sciences,EMP-1240,High,3,0-5 Years,Male,57,$3000-$5000,High,Very High,3,2,Sales Executive,4,Single,4950,20623,0,No,Standard,0,14,3,0,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,0–5 Years,4,5,High,3,4,3,1,1
25,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1382,Sales,Sales,6-10,8,2,College,Other,EMP-2018,Low,1,6-10 Years,Female,85,$3000-$5000,High,High,3,2,Sales Executive,3,Divorced,4907,13684,0,Yes,Overtime,1,22,4,0,0-1 Years,1,0-2 Years,Medium,2,21%+,1,2-5 Years,6–10 Years,3,6,Medium,2,5,3,0,4
25,25-34,1,Yes,Left,1,Travel_Frequently,0-2 Years,599,Sales,Sales,21+,24,1,Below College,Life Sciences,EMP-1273,High,3,0-5 Years,Male,73,$0-$3000,Low,Very High,1,1,Sales Representative,4,Single,1118,8040,1,Yes,Overtime,1,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,0–5 Years,4,1,High,3,1,0,1,0
25,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,383,Sales,Sales,6-10,9,2,College,Life Sciences,EMP-1439,Low,1,6-10 Years,Male,68,$3000-$5000,Medium,Low,2,1,Sales Representative,1,Married,4400,15182,3,No,Standard,0,12,3,9+,2–3 Years,2,0-2 Years,Low,1,11-15%,0,2-5 Years,6–10 Years,2,6,High,3,3,2,2,2
25,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,688,Research & Development,R & D,0-5,3,3,Bachelor,Medical,EMP-538,Low,1,6-10 Years,Male,91,$3000-$5000,High,Low,3,1,Laboratory Technician,1,Married,4031,9396,5,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,6–10 Years,5,6,High,3,2,2,0,2
25,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,867,Sales,Sales,11-20,19,2,College,Marketing,EMP-952,High,3,0-5 Years,Male,36,$0-$3000,Medium,Medium,2,1,Sales Representative,2,Married,2413,18798,1,Yes,Overtime,1,18,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,3,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
25,25-34,1,Yes,Left,1,Travel_Rarely,3-5 Years,240,Sales,Sales,0-5,5,3,Bachelor,Marketing,EMP-142,High,3,6-10 Years,Male,46,$5000-$7000,Medium,High,2,2,Sales Executive,3,Single,5744,26959,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,1,6,High,3,6,4,0,3
25,25-34,1,Yes,Left,1,Travel_Rarely,6-10 Years,1219,Research & Development,R & D,0-5,4,1,Below College,Technical Degree,EMP-1106,Very High,4,6-10 Years,Male,32,$3000-$5000,High,Very High,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,Overtime,1,15,3,1-2,4–5 Years,3,3-5 Years,Medium,2,11-15%,1,6-10 Years,6–10 Years,3,7,Very High,4,7,7,5,6
26,25-34,0,No,Active,0,Non-Travel,6-10 Years,786,Research & Development,R & D,6-10,7,3,Bachelor,Medical,EMP-1693,Very High,4,6-10 Years,Male,76,$0-$3000,High,Very High,3,1,Laboratory Technician,4,Single,2570,11925,1,No,Standard,0,20,4,1-2,4–5 Years,3,3-5 Years,High,3,16-20%,0,6-10 Years,6–10 Years,5,7,High,3,7,7,5,7
26,25-34,0,No,Active,0,Travel_Frequently,0-2 Years,575,Research & Development,R & D,0-5,1,2,College,Life Sciences,EMP-792,Low,1,0-5 Years,Female,71,$3000-$5000,Low,Very High,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,Standard,0,14,3,9+,2–3 Years,2,0-2 Years,Low,1,11-15%,1,2-5 Years,0–5 Years,2,5,High,3,2,2,2,0
26,25-34,0,No,Active,0,Travel_Frequently,3-5 Years,496,Research & Development,R & D,11-20,11,2,College,Medical,EMP-390,Low,1,0-5 Years,Male,60,$3000-$5000,High,Low,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,Overtime,1,13,3,1-2,2–3 Years,2,3-5 Years,High,3,11-15%,1,2-5 Years,0–5 Years,3,5,High,3,5,3,3,3
26,25-34,0,No,Active,0,Travel_Frequently,3-5 Years,921,Research & Development,R & D,0-5,1,1,Below College,Medical,EMP-1068,Low,1,0-5 Years,Female,66,$0-$3000,Medium,High,2,1,Research Scientist,3,Divorced,2007,25265,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,2,2-5 Years,0–5 Years,5,5,High,3,5,3,1,3
26,25-34,0,No,Active,0,Travel_Frequently,3-5 Years,1479,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-384,High,3,6-10 Years,Female,84,$5000-$7000,High,Medium,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,Standard,0,20,4,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,1,6-10 Years,6–10 Years,6,6,Low,1,6,5,1,4
26,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,1096,Research & Development,R & D,6-10,6,3,Bachelor,Other,EMP-1918,High,3,6-10 Years,Male,61,$0-$3000,Very High,Very High,4,1,Laboratory Technician,4,Married,2544,7102,0,No,Standard,0,18,3,0,6+ Years,4,6+ Years,Low,1,16-20%,1,6-10 Years,6–10 Years,3,8,High,3,7,7,7,7
26,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,1283,Sales,Sales,0-5,1,3,Bachelor,Medical,EMP-956,High,3,6-10 Years,Male,52,$3000-$5000,Medium,Low,2,2,Sales Executive,1,Single,4294,11148,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,6-10 Years,6–10 Years,2,7,High,3,7,7,0,7
26,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,390,Research & Development,R & D,11-20,17,4,Master,Medical,EMP-1718,Very High,4,0-5 Years,Male,62,$0-$3000,Low,High,1,1,Laboratory Technician,3,Married,2305,6217,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,3,2-5 Years,0–5 Years,3,3,Very High,4,3,2,0,2
26,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,474,Research & Development,R & D,0-5,3,3,Bachelor,Life Sciences,EMP-1581,Low,1,0-5 Years,Female,89,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2061,11133,1,No,Standard,0,21,4,1-2,0-1 Years,1,0-2 Years,Low,1,21%+,0,0-1 Years,0–5 Years,5,1,High,3,1,0,0,0
26,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,482,Research & Development,R & D,0-5,1,2,College,Life Sciences,EMP-1893,Medium,2,0-5 Years,Female,90,$0-$3000,Medium,High,2,1,Research Scientist,3,Married,2933,14908,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,0-1 Years,0–5 Years,3,1,Medium,2,1,0,1,0
